Substance,Label,rp,f.e,Compound,Type,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train
Rb2MnBr2Cl2,1.0,1.7662988635041064,0.1305074350000019,Rb2MnBr2Cl2,RP,1.0,1.72,1.766298864,0.0,Rb,Rb,Mn,Mn,Br,Cl,9.0,9.0,6.0,6.0,6.0,1.63,0.83,1.885,1.0,2.0,-1.0,0.104686,0.1352844,0.2525304,4.177128,7.434018,12.39072,1.0,7.0,7.0,Handbook,True
Cs2CdCl4,1.0,1.6651567882817484,-0.3025700900000014,Cs2CdCl4,RP,1.0,1.72,1.665156788,1.0,Cs,Cs,Cd,Cd,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.95,1.81,1.0,2.0,-1.0,0.1542125,0.1504066,0.263803,3.893905548,8.993822,12.96763,1.0,12.0,7.0,Handbook,True
Rb2CdCl4,1.0,1.7199942867396587,-0.0779500999999989,Rb2CdCl4,RP,1.0,1.72,1.719994287,1.0,Rb,Rb,Cd,Cd,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.63,0.95,1.81,1.0,2.0,-1.0,0.104686,0.1504066,0.263803,4.177128,8.993822,12.96763,1.0,12.0,7.0,Handbook,True
Cs2CrCl4,1.0,1.7061555932883194,-0.3350831100000029,Cs2CrCl4,RP,1.0,1.72,1.706155593,1.0,Cs,Cs,Cr,Cr,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.8,1.81,1.0,2.0,-1.0,0.1542125,0.1313053,0.263803,3.893905548,6.76651,12.96763,1.0,6.0,7.0,Handbook,True
Cs2TmCl4,1.0,1.6604627401081502,-0.2843709437499981,Cs2TmCl4,RP,1.0,1.72,1.66046274,1.0,Cs,Cs,Tm,Tm,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,1.03,1.81,1.0,2.0,-1.0,0.1542125,0.2167244,0.263803,3.893905548,6.18431,12.96763,1.0,15.0,7.0,Handbook,True
K2ZnF4,1.0,1.5685624106703835,-0.5190239400000003,K2ZnF4,RP,1.0,1.72,1.568562411,1.0,K,K,Zn,Zn,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.74,1.33,1.0,2.0,-1.0,0.0981896,0.1551518,0.344443,4.34066354,9.394199,17.42282,1.0,12.0,7.0,Handbook,True
Tl2CuF4,1.0,1.5605750685841602,-0.4882982700000013,Tl2CuF4,RP,1.0,1.72,1.560575069,1.0,Tl,Tl,Cu,Cu,F,F,9.0,9.0,6.0,6.0,6.0,1.59,0.73,1.33,1.0,2.0,-1.0,0.173447,0.1511716,0.344443,6.108287,7.72638,17.42282,3.0,11.0,7.0,Handbook,True
Cs2MnCl4,1.0,1.6941554427122298,0.2484328900000001,Cs2MnCl4,RP,1.0,1.72,1.694155443,1.0,Cs,Cs,Mn,Mn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.83,1.81,1.0,2.0,-1.0,0.1542125,0.1352844,0.263803,3.893905548,7.434018,12.96763,1.0,7.0,7.0,Handbook,True
Tl2NiF4,1.0,1.5766806329314889,-0.3254218049999995,Tl2NiF4,RP,1.0,1.72,1.576680633,1.0,Tl,Tl,Ni,Ni,F,F,9.0,9.0,6.0,6.0,6.0,1.59,0.69,1.33,1.0,2.0,-1.0,0.173447,0.1472068,0.344443,6.108287,7.639877,17.42282,3.0,10.0,7.0,Handbook,True
KRbMnF4,1.0,1.5383603312225165,-0.259308254999997,KRbMnF4,RP,1.0,1.72,1.538360331,1.0,K,Rb,Mn,Mn,F,F,9.0,9.0,6.0,6.0,6.0,1.59,0.83,1.33,1.0,2.0,-1.0,0.1014378,0.1352844,0.344443,4.25889577,7.434018,17.42282,1.0,7.0,7.0,Handbook,True
KRbCuF4,1.0,1.5605750685841602,-0.628189824999998,KRbCuF4,RP,1.0,1.72,1.560575069,1.0,K,Rb,Cu,Cu,F,F,9.0,9.0,6.0,6.0,6.0,1.59,0.73,1.33,1.0,2.0,-1.0,0.1014378,0.1511716,0.344443,4.25889577,7.72638,17.42282,1.0,11.0,7.0,Handbook,True
Rb2MnBr4,1.0,1.7959867790027912,0.9141699699999996,Rb2MnBr4,RP,1.0,1.72,1.795986779,0.0,Rb,Rb,Mn,Mn,Br,Br,9.0,9.0,6.0,6.0,6.0,1.63,0.83,1.96,1.0,2.0,-1.0,0.104686,0.1352844,0.2412578,4.177128,7.434018,11.81381,1.0,7.0,7.0,Handbook,True
Rb2HgF4,1.0,1.533478028782239,-0.0309647400000017,Rb2HgF4,RP,1.0,1.72,1.533478029,1.0,Rb,Rb,Hg,Hg,F,F,9.0,9.0,6.0,6.0,6.0,1.63,1.02,1.33,1.0,2.0,-1.0,0.104686,0.169,0.344443,4.177128,10.437504,17.42282,1.0,12.0,7.0,Handbook,True
K2MgF4,1.0,1.5749007699894544,-0.4662300450000032,K2MgF4,RP,1.0,1.72,1.57490077,1.0,K,K,Mg,Mg,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.72,1.33,1.0,2.0,-1.0,0.0981896,0.121644,0.344443,4.34066354,7.646235,17.42282,1.0,2.0,7.0,Handbook,True
Rb2MgCl4,1.0,1.7806394064524205,-0.2677291400000001,Rb2MgCl4,RP,1.0,1.72,1.780639406,0.0,Rb,Rb,Mg,Mg,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.63,0.72,1.81,1.0,2.0,-1.0,0.104686,0.121644,0.263803,4.177128,7.646235,12.96763,1.0,2.0,7.0,Handbook,True
Cs2CuF4,1.0,1.5179765036475834,-0.5763013749999999,Cs2CuF4,RP,1.0,1.72,1.517976504,1.0,Cs,Cs,Cu,Cu,F,F,9.0,9.0,6.0,6.0,6.0,1.78,0.73,1.33,1.0,2.0,-1.0,0.1542125,0.1511716,0.344443,3.893905548,7.72638,17.42282,1.0,11.0,7.0,Handbook,True
Cs2CaBr4,1.0,1.7156167150612296,-0.2360434100000024,Cs2CaBr4,RP,1.0,1.72,1.715616715,1.0,Cs,Cs,Ca,Ca,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,1.0,1.96,1.0,2.0,-1.0,0.1542125,0.1154119,0.2412578,3.893905548,6.1131552,11.81381,1.0,2.0,7.0,Handbook,True
Cs2CaCl4,1.0,1.6609791197686008,-0.4004082499999981,Cs2CaCl4,RP,1.0,1.72,1.66097912,1.0,Cs,Cs,Ca,Ca,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,1.0,1.81,1.0,2.0,-1.0,0.1542125,0.1154119,0.263803,3.893905548,6.1131552,12.96763,1.0,2.0,7.0,Handbook,True
Cs2HgF4,1.0,1.4702614820835025,-0.1518700699999975,Cs2HgF4,RP,1.0,1.72,1.470261482,1.0,Cs,Cs,Hg,Hg,F,F,9.0,9.0,6.0,6.0,6.0,1.78,1.02,1.33,1.0,2.0,-1.0,0.1542125,0.169,0.344443,3.893905548,10.437504,17.42282,1.0,12.0,7.0,Handbook,True
Cs2MnF4,1.0,1.4832915539945042,-0.4637677449999984,Cs2MnF4,RP,1.0,1.72,1.483291554,1.0,Cs,Cs,Mn,Mn,F,F,9.0,9.0,6.0,6.0,6.0,1.78,0.83,1.33,1.0,2.0,-1.0,0.1542125,0.1352844,0.344443,3.893905548,7.434018,17.42282,1.0,7.0,7.0,Handbook,True
Rb2FeF4,1.0,1.5347942480856405,-0.4138845199999998,Rb2FeF4,RP,1.0,1.72,1.534794248,1.0,Rb,Rb,Fe,Fe,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.78,1.33,1.0,2.0,-1.0,0.104686,0.1392532,0.344443,4.177128,7.9024678,17.42282,1.0,8.0,7.0,Handbook,True
Cs2CaF4,1.0,1.4688729745283091,0.0125894999999971,Cs2CaF4,RP,1.0,1.72,1.468872975,1.0,Cs,Cs,Ca,Ca,F,F,9.0,9.0,6.0,6.0,6.0,1.78,1.0,1.33,1.0,2.0,-1.0,0.1542125,0.1154119,0.344443,3.893905548,6.1131552,17.42282,1.0,2.0,7.0,Handbook,True
Rb2MnCl4,1.0,1.7360142268536751,-0.1494777200000001,Rb2MnCl4,RP,1.0,1.72,1.736014227,0.0,Rb,Rb,Mn,Mn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.63,0.83,1.81,1.0,2.0,-1.0,0.104686,0.1352844,0.263803,4.177128,7.434018,12.96763,1.0,7.0,7.0,Handbook,True
K2MgCl4,1.0,1.8013000333344842,0.1836121299999984,K2MgCl4,RP,1.0,1.72,1.801300033,0.0,K,K,Mg,Mg,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,0.72,1.81,1.0,2.0,-1.0,0.0981896,0.121644,0.263803,4.34066354,7.646235,12.96763,1.0,2.0,7.0,Handbook,True
K2FeF4,1.0,1.5590417893569513,-0.3067246699999977,K2FeF4,RP,1.0,1.72,1.559041789,1.0,K,K,Fe,Fe,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.78,1.33,1.0,2.0,-1.0,0.0981896,0.1392532,0.344443,4.34066354,7.9024678,17.42282,1.0,8.0,7.0,Handbook,True
Rb2CuF4,1.0,1.5503564514904868,-0.7068977550000035,Rb2CuF4,RP,1.0,1.72,1.550356451,1.0,Rb,Rb,Cu,Cu,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.73,1.33,1.0,2.0,-1.0,0.104686,0.1511716,0.344443,4.177128,7.72638,17.42282,1.0,11.0,7.0,Handbook,True
Rb2MgF4,1.0,1.554240143107391,-0.4727227950000028,Rb2MgF4,RP,1.0,1.72,1.554240143,1.0,Rb,Rb,Mg,Mg,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.72,1.33,1.0,2.0,-1.0,0.104686,0.121644,0.344443,4.177128,7.646235,17.42282,1.0,2.0,7.0,Handbook,True
Tl2CoF4,1.0,1.5556691716140842,-0.1708702299999984,Tl2CoF4,RP,1.0,1.72,1.555669172,1.0,Tl,Tl,Co,Co,F,F,9.0,9.0,6.0,6.0,6.0,1.59,0.745,1.33,1.0,2.0,-1.0,0.173447,0.1432363,0.344443,6.108287,7.88101,17.42282,3.0,9.0,7.0,Handbook,True
K2NiF4,1.0,1.5865259606261408,-0.5091681800000014,K2NiF4,RP,1.0,1.72,1.586525961,1.0,K,K,Ni,Ni,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.69,1.33,1.0,2.0,-1.0,0.0981896,0.1472068,0.344443,4.34066354,7.639877,17.42282,1.0,10.0,7.0,Handbook,True
K2MnF4,1.0,1.5526061750554203,-0.2260201649999942,K2MnF4,RP,1.0,1.72,1.552606175,1.0,K,K,Mn,Mn,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.83,1.33,1.0,2.0,-1.0,0.0981896,0.1352844,0.344443,4.34066354,7.434018,17.42282,1.0,7.0,7.0,Handbook,True
K2CoF4,1.0,1.5671465986330386,-0.3295858050000007,K2CoF4,RP,1.0,1.72,1.567146599,1.0,K,K,Co,Co,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.745,1.33,1.0,2.0,-1.0,0.0981896,0.1432363,0.344443,4.34066354,7.88101,17.42282,1.0,9.0,7.0,Handbook,True
Rb2CoF4,1.0,1.5450262968675728,-0.4177141850000012,Rb2CoF4,RP,1.0,1.72,1.545026297,1.0,Rb,Rb,Co,Co,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.745,1.33,1.0,2.0,-1.0,0.104686,0.1432363,0.344443,4.177128,7.88101,17.42282,1.0,9.0,7.0,Handbook,True
Rb2MnCl2I2,1.0,1.813527355652416,-0.1132333799999969,Rb2MnCl2I2,RP,1.0,1.72,1.813527356,0.0,Rb,Rb,Mn,Mn,Cl,I,9.0,9.0,6.0,6.0,6.0,1.63,0.83,2.005,1.0,2.0,-1.0,0.104686,0.1352844,0.2416603,4.177128,7.434018,11.709445,1.0,7.0,7.0,Handbook,True
K2BaCl4,0.0,1.916488404835576,1.4254488500000022,K2BaCl4,Th3P4,1.0,1.72,1.916488405,0.0,K,K,Ba,Ba,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,1.35,1.81,1.0,2.0,-1.0,0.0981896,0.1586786,0.263803,4.34066354,5.211664,12.96763,1.0,2.0,7.0,Handbook,True
Rb2BaBr4,0.0,1.890877943263359,1.0137543449999988,Rb2BaBr4,Th3P4,1.0,1.72,1.890877943,0.0,Rb,Rb,Ba,Ba,Br,Br,9.0,9.0,6.0,6.0,6.0,1.63,1.35,1.96,1.0,2.0,-1.0,0.104686,0.1586786,0.2412578,4.177128,5.211664,11.81381,1.0,2.0,7.0,Handbook,True
Rb2BaCl4,0.0,1.8438533884533208,1.2088021300000005,Rb2BaCl4,Th3P4,1.0,1.72,1.843853388,0.0,Rb,Rb,Ba,Ba,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.63,1.35,1.81,1.0,2.0,-1.0,0.104686,0.1586786,0.263803,4.177128,5.211664,12.96763,1.0,2.0,7.0,Handbook,True
Cs2BaBr4,0.0,1.7801396153525095,0.6090233850000004,Cs2BaBr4,Th3P4,1.0,1.72,1.780139615,0.0,Cs,Cs,Ba,Ba,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,1.35,1.96,1.0,2.0,-1.0,0.1542125,0.1586786,0.2412578,3.893905548,5.211664,11.81381,1.0,2.0,7.0,Handbook,True
Cs2BaCl4,0.0,1.7331150605424712,0.5817588800000024,Cs2BaCl4,Th3P4,1.0,1.72,1.733115061,0.0,Cs,Cs,Ba,Ba,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,1.35,1.81,1.0,2.0,-1.0,0.1542125,0.1586786,0.263803,3.893905548,5.211664,12.96763,1.0,2.0,7.0,Handbook,True
K2PbCl4,0.0,1.8227193738540275,0.6656204650000017,K2PbCl4,Th3P4,1.0,1.72,1.822719374,0.0,K,K,Pb,Pb,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,1.19,1.81,1.0,2.0,-1.0,0.0981896,0.177911,0.263803,4.34066354,7.4166796,12.96763,1.0,4.0,7.0,Handbook,True
K2EuCl4,0.0,1.8135694607695123,0.6283204999999974,K2EuCl4,Th3P4,1.0,1.72,1.813569461,0.0,K,K,Eu,Eu,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,1.17,1.81,1.0,2.0,-1.0,0.0981896,0.189935,0.263803,4.34066354,5.670385,12.96763,1.0,9.0,7.0,Handbook,True
K2SrCl4,0.0,1.8180694369032,0.8861735500000023,K2SrCl4,Th3P4,1.0,1.72,1.818069437,0.0,K,K,Sr,Sr,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,1.18,1.81,1.0,2.0,-1.0,0.0981896,0.1185082,0.263803,4.34066354,5.6948672,12.96763,1.0,2.0,7.0,Handbook,True
Rb2CoI4,0.0,1.9273348431939263,0.7454215600000005,Rb2CoI4,Spinel,1.0,1.72,1.927334843,0.0,Rb,Rb,Co,Co,I,I,9.0,9.0,6.0,6.0,6.0,1.63,0.745,2.2,1.0,2.0,-1.0,0.104686,0.1432363,0.2195176,4.177128,7.88101,10.45126,1.0,9.0,7.0,Handbook,True
Li2VCl4,0.0,2.251009186959386,1.723694329999999,Li2VCl4,Spinel,1.0,1.72,2.251009187,0.0,Li,Li,V,V,Cl,Cl,9.0,9.0,6.0,6.0,6.0,0.92,0.79,1.81,1.0,2.0,-1.0,0.105093,0.1273344,0.263803,5.391714761,6.746187,12.96763,1.0,5.0,7.0,Handbook,True
Li2MgCl4,0.0,2.198001169713768,1.6533578099999993,Li2MgCl4,Spinel,1.0,1.72,2.19800117,0.0,Li,Li,Mg,Mg,Cl,Cl,9.0,9.0,6.0,6.0,6.0,0.92,0.72,1.81,1.0,2.0,-1.0,0.105093,0.121644,0.263803,5.391714761,7.646235,12.96763,1.0,2.0,7.0,Handbook,True
Li2CoCl4,0.0,2.214442904884268,1.7074215200000005,Li2CoCl4,Spinel,1.0,1.72,2.214442905,0.0,Li,Li,Co,Co,Cl,Cl,9.0,9.0,6.0,6.0,6.0,0.92,0.745,1.81,1.0,2.0,-1.0,0.105093,0.1432363,0.263803,5.391714761,7.88101,12.96763,1.0,9.0,7.0,Handbook,True
Li2NiF4,0.0,1.950857386224476,1.6309385099999982,Li2NiF4,Spinel,1.0,1.72,1.950857386,0.0,Li,Li,Ni,Ni,F,F,9.0,9.0,6.0,6.0,6.0,0.92,0.69,1.33,1.0,2.0,-1.0,0.105093,0.1472068,0.344443,5.391714761,7.639877,17.42282,1.0,10.0,7.0,Handbook,True
Li2MnBr2Cl2,0.0,2.320929493733161,1.3046579549999997,Li2MnBr2Cl2,Spinel,1.0,1.72,2.320929494,0.0,Li,Li,Mn,Mn,Br,Cl,9.0,9.0,6.0,6.0,6.0,0.92,0.83,1.885,1.0,2.0,-1.0,0.105093,0.1352844,0.2525304,5.391714761,7.434018,12.39072,1.0,7.0,7.0,Handbook,True
Na2BeCl4,0.0,2.1372466121662383,1.5523248450000011,Na2BeCl4,Olivine,1.0,1.72,2.137246612,0.0,Na,Na,Be,Be,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.24,0.45,1.81,1.0,2.0,-1.0,0.093214,0.144986,0.263803,5.1390767,9.322699,12.96763,1.0,2.0,7.0,Handbook,True
Li2BeCl4,0.0,2.2447964430961336,2.144201005000001,Li2BeCl4,Olivine,1.0,1.72,2.244796443,0.0,Li,Li,Be,Be,Cl,Cl,9.0,9.0,6.0,6.0,6.0,0.92,0.45,1.81,1.0,2.0,-1.0,0.105093,0.144986,0.263803,5.391714761,9.322699,12.96763,1.0,2.0,7.0,Handbook,True
Na2ZnCl4,0.0,1.9200914661047124,0.9626974549999988,Na2ZnCl4,Olivine,1.0,1.72,1.920091466,0.0,Na,Na,Zn,Zn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.24,0.74,1.81,1.0,2.0,-1.0,0.093214,0.1551518,0.263803,5.1390767,9.394199,12.96763,1.0,12.0,7.0,Handbook,True
Li2ZnI4,0.0,2.3712065504915243,2.426775114999998,Li2ZnI4,Olivine,1.0,1.72,2.37120655,0.0,Li,Li,Zn,Zn,I,I,9.0,9.0,6.0,6.0,6.0,0.92,0.74,2.2,1.0,2.0,-1.0,0.105093,0.1551518,0.2195176,5.391714761,9.394199,10.45126,1.0,12.0,7.0,Handbook,True
Li2ZnCl4,0.0,2.210927453350197,1.7028799250000013,Li2ZnCl4,Olivine,1.0,1.72,2.210927453,0.0,Li,Li,Zn,Zn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,0.92,0.74,1.81,1.0,2.0,-1.0,0.105093,0.1551518,0.263803,5.391714761,9.394199,12.96763,1.0,12.0,7.0,Handbook,True
Na2CoCl4,0.0,1.91966342383802,1.1541704399999997,Na2CoCl4,Olivine,1.0,1.72,1.919663424,0.0,Na,Na,Co,Co,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.24,0.745,1.81,1.0,2.0,-1.0,0.093214,0.1432363,0.263803,5.1390767,7.88101,12.96763,1.0,9.0,7.0,Handbook,True
Na2ZnBr4,0.0,1.9836063804987976,1.2205459818750004,Na2ZnBr4,Olivine,1.0,1.72,1.98360638,0.0,Na,Na,Zn,Zn,Br,Br,9.0,9.0,6.0,6.0,6.0,1.24,0.74,1.96,1.0,2.0,-1.0,0.093214,0.1551518,0.2412578,5.1390767,9.394199,11.81381,1.0,12.0,7.0,Handbook,True
Li2ZnBr4,0.0,2.2744423677442827,1.969236221874997,Li2ZnBr4,Olivine,1.0,1.72,2.274442368,0.0,Li,Li,Zn,Zn,Br,Br,9.0,9.0,6.0,6.0,6.0,0.92,0.74,1.96,1.0,2.0,-1.0,0.105093,0.1551518,0.2412578,5.391714761,9.394199,11.81381,1.0,12.0,7.0,Handbook,True
LiNaBeF4,0.0,1.8927840388747947,0.8759494683333351,LiNaBeF4,Olivine,1.0,1.72,1.892784039,0.0,Li,Na,Be,Be,F,F,9.0,9.0,6.0,6.0,6.0,1.08,0.45,1.33,1.0,2.0,-1.0,0.0991535,0.144986,0.344443,5.265395731,9.322699,17.42282,1.0,2.0,7.0,Handbook,True
Cs2BeCl4,0.0,2.0694602456654088,0.8687276950000005,Cs2BeCl4,K2SO4,1.0,1.72,2.069460246,0.0,Cs,Cs,Be,Be,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,0.45,1.81,1.0,2.0,-1.0,0.1542125,0.144986,0.263803,3.893905548,9.322699,12.96763,1.0,2.0,7.0,Handbook,True
K2BeCl4,0.0,2.089835061697976,0.9720253549999996,K2BeCl4,K2SO4,1.0,1.72,2.089835062,0.0,K,K,Be,Be,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.55,0.45,1.81,1.0,2.0,-1.0,0.0981896,0.144986,0.263803,4.34066354,9.322699,12.96763,1.0,2.0,7.0,Handbook,True
Cs2ZnI4,0.0,1.8970628383282409,0.352812235,Cs2ZnI4,K2SO4,1.0,1.72,1.897062838,0.0,Cs,Cs,Zn,Zn,I,I,9.0,9.0,6.0,6.0,6.0,1.78,0.74,2.2,1.0,2.0,-1.0,0.1542125,0.1551518,0.2195176,3.893905548,9.394199,10.45126,1.0,12.0,7.0,Handbook,True
Rb2ZnBr4,0.0,1.8335718014597269,0.1319494518749984,Rb2ZnBr4,K2SO4,1.0,1.72,1.833571801,0.0,Rb,Rb,Zn,Zn,Br,Br,9.0,9.0,6.0,6.0,6.0,1.63,0.74,1.96,1.0,2.0,-1.0,0.104686,0.1551518,0.2412578,4.177128,9.394199,11.81381,1.0,12.0,7.0,Handbook,True
Rb2CoCl4,0.0,1.7675945008446663,0.3537959499999985,Rb2CoCl4,K2SO4,1.0,1.72,1.767594501,0.0,Rb,Rb,Co,Co,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.63,0.745,1.81,1.0,2.0,-1.0,0.104686,0.1432363,0.263803,4.177128,7.88101,12.96763,1.0,9.0,7.0,Handbook,True
Cs2HgCl4,0.0,1.660474909783897,-0.2359187899999977,Cs2HgCl4,K2SO4,1.0,1.72,1.66047491,1.0,Cs,Cs,Hg,Hg,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,1.02,1.81,1.0,2.0,-1.0,0.1542125,0.169,0.263803,3.893905548,10.437504,12.96763,1.0,12.0,7.0,Handbook,True
Cs2CuBr4,0.0,1.8067682082019567,-0.0715078099999999,Cs2CuBr4,K2SO4,1.0,1.72,1.806768208,0.0,Cs,Cs,Cu,Cu,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,0.73,1.96,1.0,2.0,-1.0,0.1542125,0.1511716,0.2412578,3.893905548,7.72638,11.81381,1.0,11.0,7.0,Handbook,True
Cs2MnBr4,0.0,1.754127994861346,1.146636109999999,Cs2MnBr4,K2SO4,1.0,1.72,1.754127995,0.0,Cs,Cs,Mn,Mn,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,0.83,1.96,1.0,2.0,-1.0,0.1542125,0.1352844,0.2412578,3.893905548,7.434018,11.81381,1.0,7.0,7.0,Handbook,True
Cs2ZnBr4,0.0,1.8002986555809994,-0.0195675381249991,Cs2ZnBr4,K2SO4,1.0,1.72,1.800298656,0.0,Cs,Cs,Zn,Zn,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,0.74,1.96,1.0,2.0,-1.0,0.1542125,0.1551518,0.2412578,3.893905548,9.394199,11.81381,1.0,12.0,7.0,Handbook,True
Tl2CoBr4,0.0,1.841538793870624,0.4264120399999971,Tl2CoBr4,K2SO4,1.0,1.72,1.841538794,0.0,Tl,Tl,Co,Co,Br,Br,9.0,9.0,6.0,6.0,6.0,1.59,0.745,1.96,1.0,2.0,-1.0,0.173447,0.1432363,0.2412578,6.108287,7.88101,11.81381,3.0,9.0,7.0,Handbook,True
K2CoBr4,0.0,1.8530162208895784,1.0280096699999994,K2CoBr4,K2SO4,1.0,1.72,1.853016221,0.0,K,K,Co,Co,Br,Br,9.0,9.0,6.0,6.0,6.0,1.55,0.745,1.96,1.0,2.0,-1.0,0.0981896,0.1432363,0.2412578,4.34066354,7.88101,11.81381,1.0,9.0,7.0,Handbook,True
Cs2CoBr4,0.0,1.797171617094637,0.3034821299999972,Cs2CoBr4,K2SO4,1.0,1.72,1.797171617,0.0,Cs,Cs,Co,Co,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,0.745,1.96,1.0,2.0,-1.0,0.1542125,0.1432363,0.2412578,3.893905548,7.88101,11.81381,1.0,9.0,7.0,Handbook,True
Cs2CdBr4,0.0,1.7212137782619754,-0.2256140150000014,Cs2CdBr4,K2SO4,1.0,1.72,1.721213778,0.0,Cs,Cs,Cd,Cd,Br,Br,9.0,9.0,6.0,6.0,6.0,1.78,0.95,1.96,1.0,2.0,-1.0,0.1542125,0.1504066,0.2412578,3.893905548,8.993822,11.81381,1.0,12.0,7.0,Handbook,True
Tl2BeF4,0.0,1.7992726073649652,0.679257513333333,Tl2BeF4,K2SO4,1.0,1.72,1.799272607,0.0,Tl,Tl,Be,Be,F,F,9.0,9.0,6.0,6.0,6.0,1.59,0.45,1.33,1.0,2.0,-1.0,0.173447,0.144986,0.344443,6.108287,9.322699,17.42282,3.0,2.0,7.0,Handbook,True
Rb2BeF4,0.0,1.7953895712203436,0.6177818783333322,Rb2BeF4,K2SO4,1.0,1.72,1.795389571,0.0,Rb,Rb,Be,Be,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.45,1.33,1.0,2.0,-1.0,0.104686,0.144986,0.344443,4.177128,9.322699,17.42282,1.0,2.0,7.0,Handbook,True
K2BeF4,0.0,1.8034601285961496,0.4599350283333336,K2BeF4,K2SO4,1.0,1.72,1.803460129,0.0,K,K,Be,Be,F,F,9.0,9.0,6.0,6.0,6.0,1.55,0.45,1.33,1.0,2.0,-1.0,0.0981896,0.144986,0.344443,4.34066354,9.322699,17.42282,1.0,2.0,7.0,Handbook,True
Cs2BeF4,0.0,1.7830853125635826,0.777900118333335,Cs2BeF4,K2SO4,1.0,1.72,1.783085313,0.0,Cs,Cs,Be,Be,F,F,9.0,9.0,6.0,6.0,6.0,1.78,0.45,1.33,1.0,2.0,-1.0,0.1542125,0.144986,0.344443,3.893905548,9.322699,17.42282,1.0,2.0,7.0,Handbook,True
Rb2CoBr4,0.0,1.8308959191241123,0.3659380599999995,Rb2CoBr4,K2SO4,1.0,1.72,1.830895919,0.0,Rb,Rb,Co,Co,Br,Br,9.0,9.0,6.0,6.0,6.0,1.63,0.745,1.96,1.0,2.0,-1.0,0.104686,0.1432363,0.2412578,4.177128,7.88101,11.81381,1.0,9.0,7.0,Handbook,True
Cs2CoI4,0.0,1.8936105411644508,0.4858121299999993,Cs2CoI4,K2SO4,1.0,1.72,1.893610541,0.0,Cs,Cs,Co,Co,I,I,9.0,9.0,6.0,6.0,6.0,1.78,0.745,2.2,1.0,2.0,-1.0,0.1542125,0.1432363,0.2195176,3.893905548,7.88101,10.45126,1.0,9.0,7.0,Handbook,True
Rb2ZnCl4,0.0,1.7700568870656417,-0.063887004999998,Rb2ZnCl4,K2SO4,1.0,1.72,1.770056887,0.0,Rb,Rb,Zn,Zn,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.63,0.74,1.81,1.0,2.0,-1.0,0.104686,0.1551518,0.263803,4.177128,9.394199,12.96763,1.0,12.0,7.0,Handbook,True
Cs2CdI4,0.0,1.806615905848124,0.2235674990000014,Cs2CdI4,K2SO4,1.0,1.72,1.806615906,0.0,Cs,Cs,Cd,Cd,I,I,9.0,9.0,6.0,6.0,6.0,1.78,0.95,2.2,1.0,2.0,-1.0,0.1542125,0.1504066,0.2195176,3.893905548,8.993822,10.45126,1.0,12.0,7.0,Handbook,True
