Substance,Label,rp,f.e,Compound,Type,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train
Tm2MnS4,0.0,2.1113938639156777,0.917461383750002,Tm2MnS4,Th3P4,1.0,1.83,2.111393864,0.0,Tm,Tm,Mn,Mn,S,S,9.0,9.0,6.0,6.0,6.0,1.052,0.83,1.84,3.0,2.0,-2.0,0.2167244,0.1352844,0.23596,6.18431,7.434018,10.36001,15.0,7.0,6.0,Handbook,True
Tb2CdS4,0.0,2.1443996458148264,3.706403752499997,Tb2CdS4,Th3P4,1.0,1.83,2.144399646,0.0,Tb,Tb,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.095,0.95,1.84,3.0,2.0,-2.0,0.198863,0.1504066,0.23596,5.8638,8.993822,10.36001,11.0,12.0,6.0,Handbook,True
La2CdSe4,0.0,2.054031072057364,2.4162345825000022,La2CdSe4,Th3P4,1.0,1.83,2.054031072,0.0,La,La,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.216,0.95,1.98,3.0,2.0,-2.0,0.163142,0.1504066,0.2240328,5.5769,8.993822,9.752392,3.0,12.0,6.0,Handbook,True
La2CdTe4,0.0,2.135578034035845,2.793374741249999,La2CdTe4,Th3P4,1.0,1.83,2.135578034,0.0,La,La,Cd,Cd,Te,Te,9.0,9.0,6.0,6.0,6.0,1.216,0.95,2.21,3.0,2.0,-2.0,0.163142,0.1504066,0.2056992,5.5769,8.993822,9.00966,3.0,12.0,6.0,Handbook,True
Nd2ZnS4,0.0,1.9817188890108763,1.753963914285717,Nd2ZnS4,Th3P4,1.0,1.83,1.981718889,0.0,Nd,Nd,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.163,0.74,1.84,3.0,2.0,-2.0,0.176539,0.1551518,0.23596,5.525,9.394199,10.36001,6.0,12.0,6.0,Handbook,True
Nd2YbS4,0.0,2.112304375722797,3.252855670000004,Nd2YbS4,Th3P4,1.0,1.83,2.112304376,0.0,Nd,Nd,Yb,Yb,S,S,9.0,9.0,6.0,6.0,6.0,1.163,1.02,1.84,3.0,2.0,-2.0,0.176539,0.22119,0.23596,5.525,6.25416,10.36001,6.0,16.0,6.0,Handbook,True
Gd2MnS4,0.0,2.0510761608214487,1.7009063275000005,Gd2MnS4,Th3P4,1.0,1.83,2.051076161,0.0,Gd,Gd,Mn,Mn,S,S,9.0,9.0,6.0,6.0,6.0,1.107,0.83,1.84,3.0,2.0,-2.0,0.1944,0.1352844,0.23596,6.149796,7.434018,10.36001,10.0,7.0,6.0,Handbook,True
Gd2ZnS4,0.0,2.02371631297163,2.4059676217857104,Gd2ZnS4,Th3P4,1.0,1.83,2.023716313,0.0,Gd,Gd,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.107,0.74,1.84,3.0,2.0,-2.0,0.1944,0.1551518,0.23596,6.149796,9.394199,10.36001,10.0,12.0,6.0,Handbook,True
La2SrSe4,0.0,2.237029254055977,4.0260333025,La2SrSe4,Th3P4,1.0,1.83,2.237029254,0.0,La,La,Sr,Sr,Se,Se,9.0,9.0,6.0,6.0,6.0,1.216,1.18,1.98,3.0,2.0,-2.0,0.163142,0.1185082,0.2240328,5.5769,5.6948672,9.752392,3.0,2.0,6.0,Handbook,True
Ce2PbS4,0.0,2.233462063063727,4.518610092500001,Ce2PbS4,Th3P4,1.0,1.83,2.233462063,0.0,Ce,Ce,Pb,Pb,S,S,9.0,9.0,6.0,6.0,6.0,1.196,1.19,1.84,3.0,2.0,-2.0,0.16761,0.177911,0.23596,5.5386,7.4166796,10.36001,4.0,4.0,6.0,Handbook,True
Ce2EuSe4,0.0,2.257881600098477,3.7685942312500025,Ce2EuSe4,Th3P4,1.0,1.83,2.2578816,0.0,Ce,Ce,Eu,Eu,Se,Se,9.0,9.0,6.0,6.0,6.0,1.196,1.17,1.98,3.0,2.0,-2.0,0.16761,0.189935,0.2240328,5.5386,5.670385,9.752392,4.0,9.0,6.0,Handbook,True
Tb2CdSe4,0.0,2.196374407495272,3.506910634999996,Tb2CdSe4,Th3P4,1.0,1.83,2.196374407,0.0,Tb,Tb,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.095,0.95,1.98,3.0,2.0,-2.0,0.198863,0.1504066,0.2240328,5.8638,8.993822,9.752392,11.0,12.0,6.0,Handbook,True
Sm2CdSe4,0.0,2.1479741068179115,2.579803210000001,Sm2CdSe4,Th3P4,1.0,1.83,2.147974107,0.0,Sm,Sm,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.132,0.95,1.98,3.0,2.0,-2.0,0.185468,0.1504066,0.2240328,5.64371,8.993822,9.752392,8.0,12.0,6.0,Handbook,True
Pr2CdSe4,0.0,2.092940934220377,2.902054794999997,Pr2CdSe4,Th3P4,1.0,1.83,2.092940934,0.0,Pr,Pr,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.179,0.95,1.98,3.0,2.0,-2.0,0.17208,0.1504066,0.2240328,5.473,8.993822,9.752392,5.0,12.0,6.0,Handbook,True
Pr2CdS4,0.0,2.0409661725399326,2.9188200025000004,Pr2CdS4,Th3P4,1.0,1.83,2.040966173,0.0,Pr,Pr,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.179,0.95,1.84,3.0,2.0,-2.0,0.17208,0.1504066,0.23596,5.473,8.993822,10.36001,5.0,12.0,6.0,Handbook,True
Nd2CdSe4,0.0,2.1109282783817265,2.65133717375,Nd2CdSe4,Th3P4,1.0,1.83,2.110928278,0.0,Nd,Nd,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.163,0.95,1.98,3.0,2.0,-2.0,0.176539,0.1504066,0.2240328,5.525,8.993822,9.752392,6.0,12.0,6.0,Handbook,True
Nd2CdS4,0.0,2.0589535167012816,2.6789197950000005,Nd2CdS4,Th3P4,1.0,1.83,2.058953517,0.0,Nd,Nd,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.163,0.95,1.84,3.0,2.0,-2.0,0.176539,0.1504066,0.23596,5.525,8.993822,10.36001,6.0,12.0,6.0,Handbook,True
Ce2SrSe4,0.0,2.268786424837645,4.372728031250002,Ce2SrSe4,Th3P4,1.0,1.83,2.268786425,0.0,Ce,Ce,Sr,Sr,Se,Se,9.0,9.0,6.0,6.0,6.0,1.196,1.18,1.98,3.0,2.0,-2.0,0.16761,0.1185082,0.2240328,5.5386,5.6948672,9.752392,4.0,2.0,6.0,Handbook,True
Ce2YbS4,0.0,2.0704423311745184,3.277603817500003,Ce2YbS4,Th3P4,1.0,1.83,2.070442331,0.0,Ce,Ce,Yb,Yb,S,S,9.0,9.0,6.0,6.0,6.0,1.196,1.02,1.84,3.0,2.0,-2.0,0.16761,0.22119,0.23596,5.5386,6.25416,10.36001,4.0,16.0,6.0,Handbook,True
Ce2SrS4,0.0,2.222151282607705,4.600759032500001,Ce2SrS4,Th3P4,1.0,1.83,2.222151283,0.0,Ce,Ce,Sr,Sr,S,S,9.0,9.0,6.0,6.0,6.0,1.196,1.18,1.84,3.0,2.0,-2.0,0.16761,0.1185082,0.23596,5.5386,5.6948672,10.36001,4.0,2.0,6.0,Handbook,True
Sm2CeS4,0.0,1.935190955035845,2.637058798750001,Sm2CeS4,Th3P4,1.0,1.83,1.935190955,0.0,Sm,Sm,Ce,Ce,S,S,9.0,9.0,6.0,6.0,6.0,1.32,1.01,1.84,2.5,3.0,-2.0,0.185468,0.16761,0.23596,5.64371,5.5386,10.36001,8.0,4.0,6.0,Handbook,True
Ce2PbSe4,0.0,2.279900845927938,4.122223401249999,Ce2PbSe4,Th3P4,1.0,1.83,2.279900846,0.0,Ce,Ce,Pb,Pb,Se,Se,9.0,9.0,6.0,6.0,6.0,1.196,1.19,1.98,3.0,2.0,-2.0,0.16761,0.177911,0.2240328,5.5386,7.4166796,9.752392,4.0,4.0,6.0,Handbook,True
Nd2CeS4,0.0,1.9094597654746892,2.9099832612500016,Nd2CeS4,Th3P4,1.0,1.83,1.909459765,0.0,Nd,Nd,Ce,Ce,S,S,9.0,9.0,6.0,6.0,6.0,1.35,1.01,1.84,2.5,3.0,-2.0,0.176539,0.16761,0.23596,5.525,5.5386,10.36001,6.0,4.0,6.0,Handbook,True
Pr2EuSe4,0.0,2.285678367265953,3.6832081849999945,Pr2EuSe4,Th3P4,1.0,1.83,2.285678367,0.0,Pr,Pr,Eu,Eu,Se,Se,9.0,9.0,6.0,6.0,6.0,1.179,1.17,1.98,3.0,2.0,-2.0,0.17208,0.189935,0.2240328,5.473,5.670385,9.752392,5.0,9.0,6.0,Handbook,True
Dy2CaS4,0.0,2.209061596038127,4.263411230000001,Dy2CaS4,Th3P4,1.0,1.83,2.209061596,0.0,Dy,Dy,Ca,Ca,S,S,9.0,9.0,6.0,6.0,6.0,1.083,1.0,1.84,3.0,2.0,-2.0,0.20333,0.1154119,0.23596,5.93905,6.1131552,10.36001,12.0,2.0,6.0,Handbook,True
Tm2MgS4,0.0,2.067028440659917,2.261762738749999,Tm2MgS4,Th3P4,1.0,1.83,2.067028441,0.0,Tm,Tm,Mg,Mg,S,S,9.0,9.0,6.0,6.0,6.0,1.052,0.72,1.84,3.0,2.0,-2.0,0.2167244,0.121644,0.23596,6.18431,7.646235,10.36001,15.0,2.0,6.0,Handbook,True
Tb2YbS4,0.0,2.2108064840105888,3.961453507499998,Tb2YbS4,Th3P4,1.0,1.83,2.210806484,0.0,Tb,Tb,Yb,Yb,S,S,9.0,9.0,6.0,6.0,6.0,1.095,1.02,1.84,3.0,2.0,-2.0,0.198863,0.22119,0.23596,5.8638,6.25416,10.36001,11.0,16.0,6.0,Handbook,True
Sm2ZnS4,0.0,2.004196778929608,1.7480303367857148,Sm2ZnS4,Th3P4,1.0,1.83,2.004196779,0.0,Sm,Sm,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.132,0.74,1.84,3.0,2.0,-2.0,0.185468,0.1551518,0.23596,5.64371,9.394199,10.36001,8.0,12.0,6.0,Handbook,True
Pr2YbS4,0.0,2.0915686052347437,3.3311983575000017,Pr2YbS4,Th3P4,1.0,1.83,2.091568605,0.0,Pr,Pr,Yb,Yb,S,S,9.0,9.0,6.0,6.0,6.0,1.179,1.02,1.84,3.0,2.0,-2.0,0.17208,0.22119,0.23596,5.473,6.25416,10.36001,5.0,16.0,6.0,Handbook,True
Y2YbS4,0.0,2.243393523446328,4.126161394999999,Y2YbS4,Th3P4,1.0,1.83,2.243393523,0.0,Y,Y,Yb,Yb,S,S,9.0,9.0,6.0,6.0,6.0,1.075,1.02,1.84,3.0,2.0,-2.0,0.1216986,0.22119,0.23596,6.21726,6.25416,10.36001,3.0,16.0,6.0,Handbook,True
Co2RuO4,0.0,1.9772536688283893,3.365491655,Co2RuO4,Spinel,1.0,1.83,1.977253669,0.0,Co,Co,Ru,Ru,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.62,1.4,2.0,4.0,-2.0,0.1432363,0.1376494,0.304575,7.88101,7.3605,13.618054,9.0,8.0,6.0,Handbook,True
Co2SiO4,0.0,2.0683595575845017,3.208877550000004,Co2SiO4,Spinel,1.0,1.83,2.068359558,0.0,Co,Co,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.4,1.4,2.0,4.0,-2.0,0.1432363,0.178503,0.304575,7.88101,8.151683,13.618054,9.0,4.0,6.0,Handbook,True
Co2SnO4,0.0,2.012202401001617,3.8034493150000017,Co2SnO4,Spinel,1.0,1.83,2.012202401,0.0,Co,Co,Sn,Sn,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.69,1.4,2.0,4.0,-2.0,0.1432363,0.178052,0.304575,7.88101,7.343917,13.618054,9.0,4.0,6.0,Handbook,True
Ho2CdS4,0.0,2.177044606420024,3.4023319200000035,Ho2CdS4,Spinel,1.0,1.83,2.177044606,0.0,Ho,Ho,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.072,0.95,1.84,3.0,2.0,-2.0,0.207795,0.1504066,0.23596,6.0215,8.993822,10.36001,13.0,12.0,6.0,Handbook,True
Co2RhS4,0.0,2.1956345159862707,5.096545050000003,Co2RhS4,Spinel,1.0,1.83,2.195634516,0.0,Co,Co,Rh,Rh,S,S,9.0,9.0,6.0,6.0,6.0,0.9,0.6,1.84,2.0,4.0,-2.0,0.1432363,0.1408379,0.23596,7.88101,7.4589,10.36001,9.0,9.0,6.0,Handbook,True
Co2VO4,0.0,1.968947307639972,2.5160923649999987,Co2VO4,Spinel,1.0,1.83,1.968947308,0.0,Co,Co,V,V,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.58,1.4,2.0,4.0,-2.0,0.1432363,0.1273344,0.304575,7.88101,6.746187,13.618054,9.0,5.0,6.0,Handbook,True
Co2TiO4,0.0,1.9730827642931563,2.9207693249999984,Co2TiO4,Spinel,1.0,1.83,1.973082764,0.0,Co,Co,Ti,Ti,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.605,1.4,2.0,4.0,-2.0,0.1432363,0.1233637,0.304575,7.88101,6.82812,13.618054,9.0,4.0,6.0,Handbook,True
Co2TcO4,0.0,1.9868872684078056,3.6760069725000015,Co2TcO4,Spinel,1.0,1.83,1.986887268,0.0,Co,Co,Tc,Tc,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.645,1.4,2.0,4.0,-2.0,0.1432363,0.1344592,0.304575,7.88101,7.119381,13.618054,9.0,7.0,6.0,Handbook,True
Zn2GeO4,0.0,1.9720622342007923,2.803661493333337,Zn2GeO4,Spinel,1.0,1.83,1.972062234,0.0,Zn,Zn,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.53,1.4,2.0,4.0,-2.0,0.1551518,0.1895892,0.304575,9.394199,7.899435,13.618054,12.0,4.0,6.0,Handbook,True
Lu2FeS4,0.0,2.107150027864332,2.6784124249999923,Lu2FeS4,Spinel,1.0,1.83,2.107150028,0.0,Lu,Lu,Fe,Fe,S,S,9.0,9.0,6.0,6.0,6.0,1.032,0.78,1.84,3.0,2.0,-2.0,0.22565,0.1392532,0.23596,5.425871,7.9024678,10.36001,17.0,8.0,6.0,Handbook,True
In2FeS4,0.0,2.254704369300617,3.00499883375,In2FeS4,Spinel,1.0,1.83,2.254704369,0.0,In,In,Fe,Fe,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.78,1.84,3.0,2.0,-2.0,0.16423,0.1392532,0.23596,5.7863552,7.9024678,10.36001,3.0,8.0,6.0,Handbook,True
Fe2TiO4,0.0,1.9536492448411271,2.191613900000004,Fe2TiO4,Spinel,1.0,1.83,1.953649245,0.0,Fe,Fe,Ti,Ti,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.605,1.4,2.0,4.0,-2.0,0.1392532,0.1233637,0.304575,7.9024678,6.82812,13.618054,8.0,4.0,6.0,Handbook,True
Ni2GeO4,0.0,2.215274211143078,4.629670358333335,Ni2GeO4,Spinel,1.0,1.83,2.215274211,0.0,Ni,Ni,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.69,0.53,1.4,2.0,4.0,-2.0,0.1472068,0.1895892,0.304575,7.639877,7.899435,13.618054,10.0,4.0,6.0,Handbook,True
In2ZnS4,0.0,2.223835116770253,3.6664531880357134,In2ZnS4,Spinel,1.0,1.83,2.223835117,0.0,In,In,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.74,1.84,3.0,2.0,-2.0,0.16423,0.1551518,0.23596,5.7863552,9.394199,10.36001,3.0,12.0,6.0,Handbook,True
In2MnSe4,0.0,2.358437814139181,2.275636350000001,In2MnSe4,Spinel,1.0,1.83,2.358437814,0.0,In,In,Mn,Mn,Se,Se,9.0,9.0,6.0,6.0,6.0,0.92,0.83,1.98,3.0,2.0,-2.0,0.16423,0.1352844,0.2240328,5.7863552,7.434018,9.752392,3.0,7.0,6.0,Handbook,True
In2MnS4,0.0,2.3028326325834496,2.55346154375,In2MnS4,Spinel,1.0,1.83,2.302832633,0.0,In,In,Mn,Mn,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.83,1.84,3.0,2.0,-2.0,0.16423,0.1352844,0.23596,5.7863552,7.434018,10.36001,3.0,7.0,6.0,Handbook,True
In2MnO4,0.0,2.112666008239976,1.872990221250003,In2MnO4,Spinel,1.0,1.83,2.112666008,0.0,In,In,Mn,Mn,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.83,1.4,3.0,2.0,-2.0,0.16423,0.1352844,0.304575,5.7863552,7.434018,13.618054,3.0,7.0,6.0,Handbook,True
In2MgO4,0.0,2.0069097480671894,3.2315081312499974,In2MgO4,Spinel,1.0,1.83,2.006909748,0.0,In,In,Mg,Mg,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.72,1.4,3.0,2.0,-2.0,0.16423,0.121644,0.304575,5.7863552,7.646235,13.618054,3.0,2.0,6.0,Handbook,True
Li2MoO4,0.0,1.951687235015458,0.3524051212500012,Li2MoO4,Spinel,1.0,1.83,1.951687235,0.0,Li,Li,Mo,Mo,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.59,1.4,1.0,6.0,-2.0,0.105093,0.1312672,0.304575,5.391714761,7.09243,13.618054,1.0,6.0,6.0,Handbook,True
Sm2ZnO4,0.0,1.802797698300921,1.3489824325000015,Sm2ZnO4,Spinel,1.0,1.83,1.802797698,1.0,Sm,Sm,Zn,Zn,O,O,9.0,9.0,6.0,6.0,6.0,1.132,0.74,1.4,3.0,2.0,-2.0,0.185468,0.1551518,0.304575,5.64371,9.394199,13.618054,8.0,12.0,6.0,Handbook,True
Na2MoO4,0.0,1.7668077478712774,-1.724703928750003,Na2MoO4,Spinel,1.0,1.83,1.766807748,1.0,Na,Na,Mo,Mo,O,O,9.0,9.0,6.0,6.0,6.0,1.24,0.59,1.4,1.0,6.0,-2.0,0.093214,0.1312672,0.304575,5.1390767,7.09243,13.618054,1.0,6.0,6.0,Handbook,True
Zn2SnO4,0.0,2.012202401001617,3.86755737,Zn2SnO4,Spinel,1.0,1.83,2.012202401,0.0,Zn,Zn,Sn,Sn,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.69,1.4,2.0,4.0,-2.0,0.1551518,0.178052,0.304575,9.394199,7.343917,13.618054,12.0,4.0,6.0,Handbook,True
Ag2MoO4,0.0,1.752879347381065,0.9394042062499964,Ag2MoO4,Spinel,1.0,1.83,1.752879347,1.0,Ag,Ag,Mo,Mo,O,O,9.0,9.0,6.0,6.0,6.0,1.28,0.59,1.4,1.0,6.0,-2.0,0.1472165,0.1312672,0.304575,7.576234,7.09243,13.618054,11.0,6.0,6.0,Handbook,True
Fe2CuO4,0.0,2.260753539955024,3.819552747500001,Fe2CuO4,Spinel,1.0,1.83,2.26075354,0.0,Fe,Fe,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,0.78,0.73,1.4,3.0,2.0,-2.0,0.1392532,0.1511716,0.304575,7.9024678,7.72638,13.618054,8.0,11.0,6.0,Handbook,True
Rh2BeO4,0.0,2.221745903910963,5.8176276825,Rh2BeO4,Spinel,1.0,1.83,2.221745904,0.0,Rh,Rh,Be,Be,O,O,9.0,9.0,6.0,6.0,6.0,0.665,0.45,1.4,3.0,2.0,-2.0,0.1408379,0.144986,0.304575,7.4589,9.322699,13.618054,9.0,2.0,6.0,Handbook,True
Cu2GeO4,0.0,2.15238789231653,3.4443247983333336,Cu2GeO4,Spinel,1.0,1.83,2.152387892,0.0,Cu,Cu,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.73,0.53,1.4,2.0,4.0,-2.0,0.1511716,0.1895892,0.304575,7.72638,7.899435,13.618054,11.0,4.0,6.0,Handbook,True
Fe2CoO4,0.0,2.2831070889494707,2.4672154125000034,Fe2CoO4,Spinel,1.0,1.83,2.283107089,0.0,Fe,Fe,Co,Co,O,O,9.0,9.0,6.0,6.0,6.0,0.78,0.745,1.4,3.0,2.0,-2.0,0.1392532,0.1432363,0.304575,7.9024678,7.88101,13.618054,8.0,9.0,6.0,Handbook,True
Mn2CoO4,0.0,1.9300681176884469,0.605810505000008,Mn2CoO4,Spinel,1.0,1.83,1.930068118,0.0,Mn,Mn,Co,Co,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.53,1.4,2.0,4.0,-2.0,0.1352844,0.1432363,0.304575,7.434018,7.88101,13.618054,7.0,9.0,6.0,Handbook,True
In2CrS4,0.0,2.2727187561070963,2.4146656137500013,In2CrS4,Spinel,1.0,1.83,2.272718756,0.0,In,In,Cr,Cr,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.8,1.84,3.0,2.0,-2.0,0.16423,0.1313053,0.23596,5.7863552,6.76651,10.36001,3.0,6.0,6.0,Handbook,True
Eu2ZnO4,0.0,1.8120039781576929,1.0054834137499995,Eu2ZnO4,Spinel,1.0,1.83,1.812003978,1.0,Eu,Eu,Zn,Zn,O,O,9.0,9.0,6.0,6.0,6.0,1.12,0.74,1.4,3.0,2.0,-2.0,0.189935,0.1551518,0.304575,5.670385,9.394199,13.618054,9.0,12.0,6.0,Handbook,True
Er2MgSe4,0.0,2.1179504302251,2.1789428225,Er2MgSe4,Spinel,1.0,1.83,2.11795043,0.0,Er,Er,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,1.062,0.72,1.98,3.0,2.0,-2.0,0.212261,0.121644,0.2240328,6.1077,7.646235,9.752392,14.0,2.0,6.0,Handbook,True
Co2GeO4,0.0,1.9720622342007923,3.445280188333335,Co2GeO4,Spinel,1.0,1.83,1.972062234,0.0,Co,Co,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.9,0.53,1.4,2.0,4.0,-2.0,0.1432363,0.1895892,0.304575,7.88101,7.899435,13.618054,9.0,4.0,6.0,Handbook,True
In2CoS4,0.0,2.227307181077629,2.98610938375,In2CoS4,Spinel,1.0,1.83,2.227307181,0.0,In,In,Co,Co,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.745,1.84,3.0,2.0,-2.0,0.16423,0.1432363,0.23596,5.7863552,7.88101,10.36001,3.0,9.0,6.0,Handbook,True
Ni2CoS4,0.0,2.453251443135455,4.653618091666669,Ni2CoS4,Spinel,1.0,1.83,2.453251443,0.0,Ni,Ni,Co,Co,S,S,9.0,9.0,6.0,6.0,6.0,0.69,0.53,1.84,2.0,4.0,-2.0,0.1472068,0.1432363,0.23596,7.639877,7.88101,10.36001,10.0,9.0,6.0,Handbook,True
Er2CdSe4,0.0,2.243878827902808,3.273750772500001,Er2CdSe4,Spinel,1.0,1.83,2.243878828,0.0,Er,Er,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.062,0.95,1.98,3.0,2.0,-2.0,0.212261,0.1504066,0.2240328,6.1077,8.993822,9.752392,14.0,12.0,6.0,Handbook,True
Er2CdS4,0.0,2.191904066222364,3.513678609999994,Er2CdS4,Spinel,1.0,1.83,2.191904066,0.0,Er,Er,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.062,0.95,1.84,3.0,2.0,-2.0,0.212261,0.1504066,0.23596,6.1077,8.993822,10.36001,14.0,12.0,6.0,Handbook,True
Dy2CdTe4,0.0,2.294694000006144,3.443128022499999,Dy2CdTe4,Spinel,1.0,1.83,2.294694,0.0,Dy,Dy,Cd,Cd,Te,Te,9.0,9.0,6.0,6.0,6.0,1.083,0.95,2.21,3.0,2.0,-2.0,0.20333,0.1504066,0.2056992,5.93905,8.993822,9.00966,12.0,12.0,6.0,Handbook,True
Dy2CdSe4,0.0,2.213147038027662,3.5685611075000017,Dy2CdSe4,Spinel,1.0,1.83,2.213147038,0.0,Dy,Dy,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.083,0.95,1.98,3.0,2.0,-2.0,0.20333,0.1504066,0.2240328,5.93905,8.993822,9.752392,12.0,12.0,6.0,Handbook,True
Dy2CdS4,0.0,2.161172276347217,3.610968449999996,Dy2CdS4,Spinel,1.0,1.83,2.161172276,0.0,Dy,Dy,Cd,Cd,S,S,9.0,9.0,6.0,6.0,6.0,1.083,0.95,1.84,3.0,2.0,-2.0,0.20333,0.1504066,0.23596,5.93905,8.993822,10.36001,12.0,12.0,6.0,Handbook,True
Yb2MnS4,0.0,2.123398968408767,0.2928272812500019,Yb2MnS4,Spinel,1.0,1.83,2.123398968,0.0,Yb,Yb,Mn,Mn,S,S,9.0,9.0,6.0,6.0,6.0,1.042,0.83,1.84,3.0,2.0,-2.0,0.22119,0.1352844,0.23596,6.25416,7.434018,10.36001,16.0,7.0,6.0,Handbook,True
Sc2MnSe4,0.0,2.4546799073604366,3.4878566975000016,Sc2MnSe4,Spinel,1.0,1.83,2.454679907,0.0,Sc,Sc,Mn,Mn,Se,Se,9.0,9.0,6.0,6.0,6.0,0.87,0.83,1.98,3.0,2.0,-2.0,0.1193833,0.1352844,0.2240328,6.56149,7.434018,9.752392,3.0,7.0,6.0,Handbook,True
Mn2SiSe4,0.0,2.39847065723981,3.423557009999996,Mn2SiSe4,Spinel,1.0,1.83,2.398470657,0.0,Mn,Mn,Si,Si,Se,Se,9.0,9.0,6.0,6.0,6.0,0.96,0.4,1.98,2.0,4.0,-2.0,0.1352844,0.178503,0.2240328,7.434018,8.151683,9.752392,7.0,4.0,6.0,Handbook,True
Yb2MnSe4,0.0,2.179004149964498,0.4243611087499968,Yb2MnSe4,Spinel,1.0,1.83,2.17900415,0.0,Yb,Yb,Mn,Mn,Se,Se,9.0,9.0,6.0,6.0,6.0,1.042,0.83,1.98,3.0,2.0,-2.0,0.22119,0.1352844,0.2240328,6.25416,7.434018,9.752392,16.0,7.0,6.0,Handbook,True
Na2WO4,0.0,1.761656345075464,-1.91884048,Na2WO4,Spinel,1.0,1.83,1.761656345,1.0,Na,Na,W,W,O,O,9.0,9.0,6.0,6.0,6.0,1.24,0.6,1.4,1.0,6.0,-2.0,0.093214,0.2390504,0.304575,5.1390767,7.86403,13.618054,1.0,6.0,6.0,Handbook,True
Ho2MgSe4,0.0,2.1094150906555345,2.2030966624999966,Ho2MgSe4,Spinel,1.0,1.83,2.109415091,0.0,Ho,Ho,Mg,Mg,Se,Se,9.0,9.0,6.0,6.0,6.0,1.072,0.72,1.98,3.0,2.0,-2.0,0.207795,0.121644,0.2240328,6.0215,7.646235,9.752392,13.0,2.0,6.0,Handbook,True
V2FeO4,0.0,2.1398760611582555,3.6193372099999976,V2FeO4,Spinel,1.0,1.83,2.139876061,0.0,V,V,Fe,Fe,O,O,9.0,9.0,6.0,6.0,6.0,0.79,0.645,1.4,2.5,3.0,-2.0,0.1273344,0.1392532,0.304575,6.746187,7.9024678,13.618054,5.0,8.0,6.0,Handbook,True
Fe2SiO4,0.0,2.059864610211167,2.349869125000005,Fe2SiO4,Spinel,1.0,1.83,2.05986461,0.0,Fe,Fe,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.4,1.4,2.0,4.0,-2.0,0.1392532,0.178503,0.304575,7.9024678,8.151683,13.618054,8.0,4.0,6.0,Handbook,True
Yb2CdSe4,0.0,2.2748914488001453,2.93298774375,Yb2CdSe4,Spinel,1.0,1.83,2.274891449,0.0,Yb,Yb,Cd,Cd,Se,Se,9.0,9.0,6.0,6.0,6.0,1.042,0.95,1.98,3.0,2.0,-2.0,0.22119,0.1504066,0.2240328,6.25416,8.993822,9.752392,16.0,12.0,6.0,Handbook,True
