Compound,Type,Label,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train,Substance
LiTmSiO4,Olivine,0,1,1.83,2.035404561,0,Li,Tm,Si,Si,O,O,9,9,6,6,6,0.986,0.4,1.4,2.0,4.0,-2.0,0.1609087,0.178503,0.304575,5.788012381,8.151683,13.618054,8.0,4.0,6.0,Handbook,True,LiTmSiO4
LiScSiO4,Olivine,0,1,1.83,2.070572771,0,Li,Sc,Si,Si,O,O,9,9,6,6,6,0.895,0.4,1.4,2.0,4.0,-2.0,0.11223815,0.178503,0.304575,5.976602381,8.151683,13.618054,2.0,4.0,6.0,Handbook,True,LiScSiO4
LiInSiO4,Olivine,0,1,1.83,2.05986461,0,Li,In,Si,Si,O,O,9,9,6,6,6,0.92,0.4,1.4,2.0,4.0,-2.0,0.1346615,0.178503,0.304575,5.589034981,8.151683,13.618054,2.0,4.0,6.0,Handbook,True,LiInSiO4
NaYbGeO4,Olivine,0,1,1.83,1.841036839,0,Na,Yb,Ge,Ge,O,O,9,9,6,6,6,1.141,0.53,1.4,2.0,4.0,-2.0,0.157202,0.1895892,0.304575,5.69661835,7.899435,13.618054,8.5,4.0,6.0,Handbook,True,NaYbGeO4
MgMnSiO4,Olivine,0,1,1.83,2.057826502,0,Mg,Mn,Si,Si,O,O,9,9,6,6,6,0.925,0.4,1.4,2.0,4.0,-2.0,0.1284642,0.178503,0.304575,7.5401265,8.151683,13.618054,4.5,4.0,6.0,Handbook,True,MgMnSiO4
NaYGeO4,Olivine,0,1,1.83,1.834929291,0,Na,Y,Ge,Ge,O,O,9,9,6,6,6,1.1575,0.53,1.4,2.0,4.0,-2.0,0.1074563,0.1895892,0.304575,5.67816835,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,NaYGeO4
NaTbGeO4,Olivine,0,1,1.83,1.831353114,0,Na,Tb,Ge,Ge,O,O,9,9,6,6,6,1.1675,0.53,1.4,2.0,4.0,-2.0,0.1460385,0.1895892,0.304575,5.50143835,7.899435,13.618054,6.0,4.0,6.0,Handbook,True,NaTbGeO4
NaSmGeO4,Olivine,0,1,1.83,1.824974086,1,Na,Sm,Ge,Ge,O,O,9,9,6,6,6,1.186,0.53,1.4,2.0,4.0,-2.0,0.139341,0.1895892,0.304575,5.39139335,7.899435,13.618054,4.5,4.0,6.0,Handbook,True,NaSmGeO4
MnZnGeO4,Olivine,0,1,1.83,1.950049542,0,Mn,Zn,Ge,Ge,O,O,9,9,6,6,6,0.93,0.53,1.4,2.0,4.0,-2.0,0.1452181,0.1895892,0.304575,8.4141085,7.899435,13.618054,9.5,4.0,6.0,Handbook,True,MnZnGeO4
MnNiGeS4,Olivine,0,1,1.83,2.27595825,0,Mn,Ni,Ge,Ge,S,S,9,9,6,6,6,0.825,0.53,1.84,2.0,4.0,-2.0,0.1412456,0.1895892,0.23596,7.5369475,7.899435,10.36001,8.5,4.0,6.0,Handbook,True,MnNiGeS4
MgMnGeO4,Olivine,0,1,1.83,1.953570139,0,Mg,Mn,Ge,Ge,O,O,9,9,6,6,6,0.925,0.53,1.4,2.0,4.0,-2.0,0.1284642,0.1895892,0.304575,7.5401265,7.899435,13.618054,4.5,4.0,6.0,Handbook,True,MgMnGeO4
LuNaGeO4,Olivine,0,1,1.83,1.842940356,0,Lu,Na,Ge,Ge,O,O,9,9,6,6,6,1.136,0.53,1.4,2.0,4.0,-2.0,0.159432,0.1895892,0.304575,5.28247385,7.899435,13.618054,9.0,4.0,6.0,Handbook,True,LuNaGeO4
LiYGeO4,Olivine,0,1,1.83,1.907581895,0,Li,Y,Ge,Ge,O,O,9,9,6,6,6,0.9975,0.53,1.4,2.0,4.0,-2.0,0.1133958,0.1895892,0.304575,5.80448738,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,LiYGeO4
NaTmGeO4,Olivine,0,1,1.83,1.839158182,0,Na,Tm,Ge,Ge,O,O,9,9,6,6,6,1.146,0.53,1.4,2.0,4.0,-2.0,0.1549692,0.1895892,0.304575,5.66169335,7.899435,13.618054,8.0,4.0,6.0,Handbook,True,NaTmGeO4
Ca2SiS4,Olivine,0,1,1.83,2.259670568,0,Ca,Ca,Si,Si,S,S,9,9,6,6,6,1.18,0.4,1.84,2.0,4.0,-2.0,0.1154119,0.178503,0.23596,6.1131552,8.151683,10.36001,2.0,4.0,6.0,Handbook,True,Ca2SiS4
Cr2BeO4,Olivine,0,1,1.83,2.299229805,0,Cr,Cr,Be,Be,O,O,9,9,6,6,6,0.615,0.45,1.4,3.0,2.0,-2.0,0.1313053,0.144986,0.304575,6.76651,9.322699,13.618054,6.0,2.0,6.0,Handbook,True,Cr2BeO4
Er2ZnS4,Olivine,0,1,1.83,2.062387832,0,Er,Er,Zn,Zn,S,S,9,9,6,6,6,1.062,0.74,1.84,3.0,2.0,-2.0,0.212261,0.1551518,0.23596,6.1077,9.394199,10.36001,14.0,12.0,6.0,Handbook,True,Er2ZnS4
Ca2SnS4,Olivine,0,1,1.83,1.974920769,0,Ca,Ca,Sn,Sn,S,S,9,9,6,6,6,1.18,0.69,1.84,2.0,4.0,-2.0,0.1154119,0.178052,0.23596,6.1131552,7.343917,10.36001,2.0,4.0,6.0,Handbook,True,Ca2SnS4
Cd2GeO4,Olivine,0,1,1.83,1.857420871,0,Cd,Cd,Ge,Ge,O,O,9,9,6,6,6,1.1,0.53,1.4,2.0,4.0,-2.0,0.1504066,0.1895892,0.304575,8.993822,7.899435,13.618054,12.0,4.0,6.0,Handbook,True,Cd2GeO4
FeMnSiO4,Olivine,0,1,1.83,2.051906104,0,Fe,Mn,Si,Si,O,O,9,9,6,6,6,0.94,0.4,1.4,2.0,4.0,-2.0,0.1372688,0.178503,0.304575,7.6682429,8.151683,13.618054,7.5,4.0,6.0,Handbook,True,FeMnSiO4
Mn2SiS4,Olivine,0,1,1.83,2.31837217,0,Mn,Mn,Si,Si,S,S,9,9,6,6,6,0.96,0.4,1.84,2.0,4.0,-2.0,0.1352844,0.178503,0.23596,7.434018,8.151683,10.36001,7.0,4.0,6.0,Handbook,True,Mn2SiS4
Mg2GeS4,Olivine,0,1,1.83,2.217876284,0,Mg,Mg,Ge,Ge,S,S,9,9,6,6,6,0.89,0.53,1.84,2.0,4.0,-2.0,0.121644,0.1895892,0.23596,7.646235,7.899435,10.36001,2.0,4.0,6.0,Handbook,True,Mg2GeS4
Fe2SiS4,Olivine,0,1,1.83,2.333796976,0,Fe,Fe,Si,Si,S,S,9,9,6,6,6,0.92,0.4,1.84,2.0,4.0,-2.0,0.1392532,0.178503,0.23596,7.9024678,8.151683,10.36001,8.0,4.0,6.0,Handbook,True,Fe2SiS4
CaYbInSe4,Olivine,0,1,1.83,2.091716968,0,Ca,Yb,In,In,Se,Se,9,9,6,6,6,1.111,0.8,1.98,2.5,3.0,-2.0,0.16830095,0.16423,0.2240328,6.1836576,5.7863552,9.752392,9.0,3.0,6.0,Handbook,True,CaYbInSe4
MnNaAsO4,Olivine,0,1,1.83,1.919432785,0,Mn,Na,As,As,O,O,9,9,6,6,6,1.1,0.46,1.4,1.5,5.0,-2.0,0.1142492,0.2068208,0.304575,6.28654735,9.789,13.618054,4.0,5.0,6.0,Handbook,True,MnNaAsO4
Mn2GeO4,Olivine,0,1,1.83,1.930068118,0,Mn,Mn,Ge,Ge,O,O,9,9,6,6,6,0.96,0.53,1.4,2.0,4.0,-2.0,0.1352844,0.1895892,0.304575,7.434018,7.899435,13.618054,7.0,4.0,6.0,Handbook,True,Mn2GeO4
MnScGaS4,Olivine,0,1,1.83,2.181849374,0,Mn,Sc,Ga,Ga,S,S,9,9,6,6,6,0.915,0.62,1.84,2.5,3.0,-2.0,0.12733385,0.1723773,0.23596,6.997754,5.9993018,10.36001,5.0,3.0,6.0,Handbook,True,MnScGaS4
LiMnAsO4,Olivine,0,1,1.83,1.984031627,0,Li,Mn,As,As,O,O,9,9,6,6,6,0.94,0.46,1.4,1.5,5.0,-2.0,0.1201887,0.2068208,0.304575,6.412866381,9.789,13.618054,4.0,5.0,6.0,Handbook,True,LiMnAsO4
LiScGeO4,Olivine,0,1,1.83,1.975947808,0,Li,Sc,Ge,Ge,O,O,9,9,6,6,6,0.895,0.53,1.4,2.0,4.0,-2.0,0.11223815,0.1895892,0.304575,5.976602381,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,LiScGeO4
LiInGeO4,Olivine,0,1,1.83,1.957148292,0,Li,In,Ge,Ge,O,O,9,9,6,6,6,0.92,0.53,1.4,2.0,4.0,-2.0,0.1346615,0.1895892,0.304575,5.589034981,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,LiInGeO4
HoNaGeO4,Olivine,0,1,1.83,1.835473737,0,Ho,Na,Ge,Ge,O,O,9,9,6,6,6,1.156,0.53,1.4,2.0,4.0,-2.0,0.1505045,0.1895892,0.304575,5.58028835,7.899435,13.618054,7.0,4.0,6.0,Handbook,True,HoNaGeO4
GdNaGeO4,Olivine,0,1,1.83,1.829251154,1,Gd,Na,Ge,Ge,O,O,9,9,6,6,6,1.1735,0.53,1.4,2.0,4.0,-2.0,0.143807,0.1895892,0.304575,5.64443635,7.899435,13.618054,5.5,4.0,6.0,Handbook,True,GdNaGeO4
CdNaAsO4,Olivine,0,1,1.83,1.899133419,0,Cd,Na,As,As,O,O,9,9,6,6,6,1.17,0.46,1.4,1.5,5.0,-2.0,0.1218103,0.2068208,0.304575,7.06644935,9.789,13.618054,6.5,5.0,6.0,Handbook,True,CdNaAsO4
Mg2SiO4,Olivine,0,1,1.83,2.072823391,0,Mg,Mg,Si,Si,O,O,9,9,6,6,6,0.89,0.4,1.4,2.0,4.0,-2.0,0.121644,0.178503,0.304575,7.646235,8.151683,13.618054,2.0,4.0,6.0,Handbook,True,Mg2SiO4
FeMnGeO4,Olivine,0,1,1.83,1.94317614,0,Fe,Mn,Ge,Ge,O,O,9,9,6,6,6,0.94,0.53,1.4,2.0,4.0,-2.0,0.1372688,0.1895892,0.304575,7.6682429,7.899435,13.618054,7.5,4.0,6.0,Handbook,True,FeMnGeO4
EuNaGeO4,Olivine,0,1,1.83,1.827010117,1,Eu,Na,Ge,Ge,O,O,9,9,6,6,6,1.18,0.53,1.4,2.0,4.0,-2.0,0.1415745,0.1895892,0.304575,5.40473085,7.899435,13.618054,5.0,4.0,6.0,Handbook,True,EuNaGeO4
ErNaGeO4,Olivine,0,1,1.83,1.837303956,0,Er,Na,Ge,Ge,O,O,9,9,6,6,6,1.151,0.53,1.4,2.0,4.0,-2.0,0.1527375,0.1895892,0.304575,5.62338835,7.899435,13.618054,7.5,4.0,6.0,Handbook,True,ErNaGeO4
CoMnGeS4,Olivine,0,1,1.83,2.188026774,0,Co,Mn,Ge,Ge,S,S,9,9,6,6,6,0.93,0.53,1.84,2.0,4.0,-2.0,0.13926035,0.1895892,0.23596,7.657514,7.899435,10.36001,8.0,4.0,6.0,Handbook,True,CoMnGeS4
CoMnGeO4,Olivine,0,1,1.83,1.950049542,0,Co,Mn,Ge,Ge,O,O,9,9,6,6,6,0.93,0.53,1.4,2.0,4.0,-2.0,0.13926035,0.1895892,0.304575,7.657514,7.899435,13.618054,8.0,4.0,6.0,Handbook,True,CoMnGeO4
CaMnSiO4,Olivine,0,1,1.83,2.01057889,0,Ca,Mn,Si,Si,O,O,9,9,6,6,6,1.07,0.4,1.4,2.0,4.0,-2.0,0.12534815,0.178503,0.304575,6.7735866,8.151683,13.618054,4.5,4.0,6.0,Handbook,True,CaMnSiO4
CaMgSiO4,Olivine,0,1,1.83,2.020190405,0,Ca,Mg,Si,Si,O,O,9,9,6,6,6,1.035,0.4,1.4,2.0,4.0,-2.0,0.11852795,0.178503,0.304575,6.8796951,8.151683,13.618054,2.0,4.0,6.0,Handbook,True,CaMgSiO4
CaYbInS4,Olivine,0,1,1.83,2.035078784,0,Ca,Yb,In,In,S,S,9,9,6,6,6,1.111,0.8,1.84,2.5,3.0,-2.0,0.16830095,0.16423,0.23596,6.1836576,5.7863552,10.36001,9.0,3.0,6.0,Handbook,True,CaYbInS4
CaYGaO4,Olivine,0,1,1.83,1.805063829,1,Ca,Y,Ga,Ga,O,O,9,9,6,6,6,1.1275,0.62,1.4,2.5,3.0,-2.0,0.11855525,0.1723773,0.304575,6.1652076,5.9993018,13.618054,2.5,3.0,6.0,Handbook,True,CaYGaO4
CaLaGaO4,Olivine,0,1,1.83,1.770522256,1,Ca,La,Ga,Ga,O,O,9,9,6,6,6,1.198,0.62,1.4,2.5,3.0,-2.0,0.13927695,0.1723773,0.304575,5.8450276,5.9993018,13.618054,2.5,3.0,6.0,Handbook,True,CaLaGaO4
CaNaAsO4,Olivine,0,1,1.83,1.889082399,0,Ca,Na,As,As,O,O,9,9,6,6,6,1.21,0.46,1.4,1.5,5.0,-2.0,0.10431295,0.2068208,0.304575,5.62611595,9.789,13.618054,1.5,5.0,6.0,Handbook,True,CaNaAsO4
Mn2SiO4,Olivine,0,1,1.83,2.044439804,0,Mn,Mn,Si,Si,O,O,9,9,6,6,6,0.96,0.4,1.4,2.0,4.0,-2.0,0.1352844,0.178503,0.304575,7.434018,8.151683,13.618054,7.0,4.0,6.0,Handbook,True,Mn2SiO4
Lu2ZnS4,Olivine,0,1,1.83,2.091026508,0,Lu,Lu,Zn,Zn,S,S,9,9,6,6,6,1.032,0.74,1.84,3.0,2.0,-2.0,0.22565,0.1551518,0.23596,5.425871,9.394199,10.36001,17.0,12.0,6.0,Handbook,True,Lu2ZnS4
Yb2ZnS4,Olivine,0,1,1.83,2.081205019,0,Yb,Yb,Zn,Zn,S,S,9,9,6,6,6,1.042,0.74,1.84,3.0,2.0,-2.0,0.22119,0.1551518,0.23596,6.25416,9.394199,10.36001,16.0,12.0,6.0,Handbook,True,Yb2ZnS4
Tm2ZnS4,Olivine,0,1,1.83,2.071662276,0,Tm,Tm,Zn,Zn,S,S,9,9,6,6,6,1.052,0.74,1.84,3.0,2.0,-2.0,0.2167244,0.1551518,0.23596,6.18431,9.394199,10.36001,15.0,12.0,6.0,Handbook,True,Tm2ZnS4
LiMgAsO4,Olivine,0,1,1.83,2.002912724,0,Li,Mg,As,As,O,O,9,9,6,6,6,0.905,0.46,1.4,1.5,5.0,-2.0,0.1133685,0.2068208,0.304575,6.518974881,9.789,13.618054,1.5,5.0,6.0,Handbook,True,LiMgAsO4
Fe2GeS4,Olivine,0,1,1.83,2.195125524,0,Fe,Fe,Ge,Ge,S,S,9,9,6,6,6,0.92,0.53,1.84,2.0,4.0,-2.0,0.1392532,0.1895892,0.23596,7.9024678,7.899435,10.36001,8.0,4.0,6.0,Handbook,True,Fe2GeS4
Cs2CrO4,K2SO4,0,1,1.83,1.844868566,0,Cs,Cs,Cr,Cr,O,O,9,9,6,6,6,1.78,0.44,1.4,1.0,6.0,-2.0,0.1542125,0.1313053,0.304575,3.893905548,6.76651,13.618054,1.0,6.0,6.0,Handbook,True,Cs2CrO4
Ba2CrO4,K2SO4,0,1,1.83,1.735436038,1,Ba,Ba,Cr,Cr,O,O,9,9,6,6,6,1.47,0.55,1.4,2.0,4.0,-2.0,0.1586786,0.1313053,0.304575,5.211664,6.76651,13.618054,2.0,6.0,6.0,Handbook,True,Ba2CrO4
Ba2TiS4,K2SO4,0,1,1.83,1.913324177,0,Ba,Ba,Ti,Ti,S,S,9,9,6,6,6,1.47,0.605,1.84,2.0,4.0,-2.0,0.1586786,0.1233637,0.23596,5.211664,6.82812,10.36001,2.0,4.0,6.0,Handbook,True,Ba2TiS4
Ba2SiS4,K2SO4,0,1,1.83,2.218804282,0,Ba,Ba,Si,Si,S,S,9,9,6,6,6,1.47,0.4,1.84,2.0,4.0,-2.0,0.1586786,0.178503,0.23596,5.211664,8.151683,10.36001,2.0,4.0,6.0,Handbook,True,Ba2SiS4
Ba2SiO4,K2SO4,0,1,1.83,1.944871916,0,Ba,Ba,Si,Si,O,O,9,9,6,6,6,1.47,0.4,1.4,2.0,4.0,-2.0,0.1586786,0.178503,0.304575,5.211664,8.151683,13.618054,2.0,4.0,6.0,Handbook,True,Ba2SiO4
Ba2GeS4,K2SO4,0,1,1.83,1.993241476,0,Ba,Ba,Ge,Ge,S,S,9,9,6,6,6,1.47,0.53,1.84,2.0,4.0,-2.0,0.1586786,0.1895892,0.23596,5.211664,7.899435,10.36001,2.0,4.0,6.0,Handbook,True,Ba2GeS4
Ba2TiO4,K2SO4,0,1,1.83,1.690585489,1,Ba,Ba,Ti,Ti,O,O,9,9,6,6,6,1.47,0.605,1.4,2.0,4.0,-2.0,0.1586786,0.1233637,0.304575,5.211664,6.82812,13.618054,2.0,4.0,6.0,Handbook,True,Ba2TiO4
Cs2WSe4,K2SO4,0,1,1.83,1.93021223,0,Cs,Cs,W,W,Se,Se,9,9,6,6,6,1.78,0.6,1.98,1.0,6.0,-2.0,0.1542125,0.2390504,0.2240328,3.893905548,7.86403,9.752392,1.0,6.0,6.0,Handbook,True,Cs2WSe4
Sr2SiO4,K2SO4,0,1,1.83,1.964063353,0,Sr,Sr,Si,Si,O,O,9,9,6,6,6,1.31,0.4,1.4,2.0,4.0,-2.0,0.1185082,0.178503,0.304575,5.6948672,8.151683,13.618054,2.0,4.0,6.0,Handbook,True,Sr2SiO4
K2WSe4,K2SO4,0,1,1.83,1.966434125,0,K,K,W,W,Se,Se,9,9,6,6,6,1.55,0.6,1.98,1.0,6.0,-2.0,0.0981896,0.2390504,0.2240328,4.34066354,7.86403,9.752392,1.0,6.0,6.0,Handbook,True,K2WSe4
K2MoS4,K2SO4,0,1,1.83,1.910859048,0,K,K,Mo,Mo,S,S,9,9,6,6,6,1.55,0.59,1.84,1.0,6.0,-2.0,0.0981896,0.1312672,0.23596,4.34066354,7.09243,10.36001,1.0,6.0,6.0,Handbook,True,K2MoS4
NaSrVO4,K2SO4,0,1,1.83,1.789530134,1,Na,Sr,V,V,O,O,9,9,6,6,6,1.275,0.54,1.4,1.5,5.0,-2.0,0.1058611,0.1273344,0.304575,5.41697195,6.746187,13.618054,1.5,5.0,6.0,Handbook,True,NaSrVO4
Cs2WS4,K2SO4,0,1,1.83,1.864812089,0,Cs,Cs,W,W,S,S,9,9,6,6,6,1.78,0.6,1.84,1.0,6.0,-2.0,0.1542125,0.2390504,0.23596,3.893905548,7.86403,10.36001,1.0,6.0,6.0,Handbook,True,Cs2WS4
K2CrO4,K2SO4,0,1,1.83,1.864347896,0,K,K,Cr,Cr,O,O,9,9,6,6,6,1.55,0.44,1.4,1.0,6.0,-2.0,0.0981896,0.1313053,0.304575,4.34066354,6.76651,13.618054,1.0,6.0,6.0,Handbook,True,K2CrO4
Eu2SiO4,K2SO4,0,1,1.83,1.96550325,0,Eu,Eu,Si,Si,O,O,9,9,6,6,6,1.3,0.4,1.4,2.0,4.0,-2.0,0.189935,0.178503,0.304575,5.670385,8.151683,13.618054,9.0,4.0,6.0,Handbook,True,Eu2SiO4
Rb2MoSe4,K2SO4,0,1,1.83,1.962937711,0,Rb,Rb,Mo,Mo,Se,Se,9,9,6,6,6,1.63,0.59,1.98,1.0,6.0,-2.0,0.104686,0.1312672,0.2240328,4.177128,7.09243,9.752392,1.0,6.0,6.0,Handbook,True,Rb2MoSe4
Rb2MoS4,K2SO4,0,1,1.83,1.89698566,0,Rb,Rb,Mo,Mo,S,S,9,9,6,6,6,1.63,0.59,1.84,1.0,6.0,-2.0,0.104686,0.1312672,0.23596,4.177128,7.09243,10.36001,1.0,6.0,6.0,Handbook,True,Rb2MoS4
Rb2CrO4,K2SO4,0,1,1.83,1.856632045,0,Rb,Rb,Cr,Cr,O,O,9,9,6,6,6,1.63,0.44,1.4,1.0,6.0,-2.0,0.104686,0.1313053,0.304575,4.177128,6.76651,13.618054,1.0,6.0,6.0,Handbook,True,Rb2CrO4
NaSrAsO4,K2SO4,0,1,1.83,1.874722073,0,Na,Sr,As,As,O,O,9,9,6,6,6,1.275,0.46,1.4,1.5,5.0,-2.0,0.1058611,0.2068208,0.304575,5.41697195,9.789,13.618054,1.5,5.0,6.0,Handbook,True,NaSrAsO4
RbBaVO4,K2SO4,0,1,1.83,1.731526541,1,Rb,Ba,V,V,O,O,9,9,6,6,6,1.55,0.54,1.4,1.5,5.0,-2.0,0.1316823,0.1273344,0.304575,4.694396,6.746187,13.618054,1.5,5.0,6.0,Handbook,True,RbBaVO4
K2WS4,K2SO4,0,1,1.83,1.901033984,0,K,K,W,W,S,S,9,9,6,6,6,1.55,0.6,1.84,1.0,6.0,-2.0,0.0981896,0.2390504,0.23596,4.34066354,7.86403,10.36001,1.0,6.0,6.0,Handbook,True,K2WS4
Cs2MoSe4,K2SO4,0,1,1.83,1.941786538,0,Cs,Cs,Mo,Mo,Se,Se,9,9,6,6,6,1.78,0.59,1.98,1.0,6.0,-2.0,0.1542125,0.1312672,0.2240328,3.893905548,7.09243,9.752392,1.0,6.0,6.0,Handbook,True,Cs2MoSe4
Ba2VO4,K2SO4,0,1,1.83,1.709314541,1,Ba,Ba,V,V,O,O,9,9,6,6,6,1.47,0.58,1.4,2.0,4.0,-2.0,0.1586786,0.1273344,0.304575,5.211664,6.746187,13.618054,2.0,5.0,6.0,Handbook,True,Ba2VO4
KCaVO4,K2SO4,0,1,1.83,1.76665581,1,K,Ca,V,V,O,O,9,9,6,6,6,1.365,0.54,1.4,1.5,5.0,-2.0,0.10680075,0.1273344,0.304575,5.22690937,6.746187,13.618054,1.5,5.0,6.0,Handbook,True,KCaVO4
KSrAsO4,K2SO4,0,1,1.83,1.848033695,0,K,Sr,As,As,O,O,9,9,6,6,6,1.43,0.46,1.4,1.5,5.0,-2.0,0.1083489,0.2068208,0.304575,5.01776537,9.789,13.618054,1.5,5.0,6.0,Handbook,True,KSrAsO4
Cs2MoS4,K2SO4,0,1,1.83,1.875834487,0,Cs,Cs,Mo,Mo,S,S,9,9,6,6,6,1.78,0.59,1.84,1.0,6.0,-2.0,0.1542125,0.1312672,0.23596,3.893905548,7.09243,10.36001,1.0,6.0,6.0,Handbook,True,Cs2MoS4
KCaAsO4,K2SO4,0,1,1.83,1.858123283,0,K,Ca,As,As,O,O,9,9,6,6,6,1.365,0.46,1.4,1.5,5.0,-2.0,0.10680075,0.2068208,0.304575,5.22690937,9.789,13.618054,1.5,5.0,6.0,Handbook,True,KCaAsO4
NaBaAsO4,K2SO4,0,1,1.83,1.859805727,0,Na,Ba,As,As,O,O,9,9,6,6,6,1.355,0.46,1.4,1.5,5.0,-2.0,0.1259463,0.2068208,0.304575,5.17537035,9.789,13.618054,1.5,5.0,6.0,Handbook,True,NaBaAsO4
NaBaVO4,K2SO4,0,1,1.83,1.768974339,1,Na,Ba,V,V,O,O,9,9,6,6,6,1.355,0.54,1.4,1.5,5.0,-2.0,0.1259463,0.1273344,0.304575,5.17537035,6.746187,13.618054,1.5,5.0,6.0,Handbook,True,NaBaVO4
Rb2WSe4,K2SO4,0,1,1.83,1.952086467,0,Rb,Rb,W,W,Se,Se,9,9,6,6,6,1.63,0.6,1.98,1.0,6.0,-2.0,0.104686,0.2390504,0.2240328,4.177128,7.86403,9.752392,1.0,6.0,6.0,Handbook,True,Rb2WSe4
Rb2WS4,K2SO4,0,1,1.83,1.886686327,0,Rb,Rb,W,W,S,S,9,9,6,6,6,1.63,0.6,1.84,1.0,6.0,-2.0,0.104686,0.2390504,0.23596,4.177128,7.86403,10.36001,1.0,6.0,6.0,Handbook,True,Rb2WS4
Sr2NiO2Cl2,high-Tc,0,1,1.83,1.802582839,1,Sr,Sr,Ni,Ni,O,Cl,9,9,6,6,6,1.31,0.69,1.605,2.0,2.0,-1.5,0.1185082,0.1472068,0.284189,5.6948672,7.639877,13.292842,2.0,10.0,6.5,Handbook,True,Sr2NiO2Cl2
EuPrCuO4,high-Tc,0,1,1.83,1.788149109,1,Eu,Pr,Cu,Cu,O,O,9,9,6,6,6,1.1495,0.73,1.4,3.0,2.0,-2.0,0.1810075,0.1511716,0.304575,5.5716925,7.72638,13.618054,7.0,11.0,6.0,Handbook,True,EuPrCuO4
SmPrCuO4,high-Tc,0,1,1.83,1.78397167,1,Sm,Pr,Cu,Cu,O,O,9,9,6,6,6,1.1555,0.73,1.4,3.0,2.0,-2.0,0.178774,0.1511716,0.304575,5.558355,7.72638,13.618054,6.5,11.0,6.0,Handbook,True,SmPrCuO4
SmGdCuO4,high-Tc,0,1,1.83,1.810053709,1,Sm,Gd,Cu,Cu,O,O,9,9,6,6,6,1.1195,0.73,1.4,3.0,2.0,-2.0,0.189934,0.1511716,0.304575,5.896753,7.72638,13.618054,9.0,11.0,6.0,Handbook,True,SmGdCuO4
PrGdCuO4,high-Tc,0,1,1.83,1.792749111,1,Pr,Gd,Cu,Cu,O,O,9,9,6,6,6,1.143,0.73,1.4,3.0,2.0,-2.0,0.18324,0.1511716,0.304575,5.811398,7.72638,13.618054,7.5,11.0,6.0,Handbook,True,PrGdCuO4
Eu2CuO4,high-Tc,0,1,1.83,1.809674147,1,Eu,Eu,Cu,Cu,O,O,9,9,6,6,6,1.12,0.73,1.4,3.0,2.0,-2.0,0.189935,0.1511716,0.304575,5.670385,7.72638,13.618054,9.0,11.0,6.0,Handbook,True,Eu2CuO4
NdGaCuO4,high-Tc,0,1,1.83,2.05535608,0,Nd,Ga,Cu,Cu,O,O,9,9,6,6,6,0.8915,0.73,1.4,3.0,2.0,-2.0,0.17445815,0.1511716,0.304575,5.7621509,7.72638,13.618054,4.5,11.0,6.0,Handbook,True,NdGaCuO4
EuNdCuO4,high-Tc,0,1,1.83,1.793821824,1,Eu,Nd,Cu,Cu,O,O,9,9,6,6,6,1.1415,0.73,1.4,3.0,2.0,-2.0,0.183237,0.1511716,0.304575,5.5976925,7.72638,13.618054,7.5,11.0,6.0,Handbook,True,EuNdCuO4
EuGdCuO4,high-Tc,0,1,1.83,1.814648408,1,Eu,Gd,Cu,Cu,O,O,9,9,6,6,6,1.1135,0.73,1.4,3.0,2.0,-2.0,0.1921675,0.1511716,0.304575,5.9100905,7.72638,13.618054,9.5,11.0,6.0,Handbook,True,EuGdCuO4
Ho2CuO4,high-Tc,0,1,1.83,1.848569874,0,Ho,Ho,Cu,Cu,O,O,9,9,6,6,6,1.072,0.73,1.4,3.0,2.0,-2.0,0.207795,0.1511716,0.304575,6.0215,7.72638,13.618054,13.0,11.0,6.0,Handbook,True,Ho2CuO4
In2CuO4,high-Tc,0,1,1.83,2.01445728,0,In,In,Cu,Cu,O,O,9,9,6,6,6,0.92,0.73,1.4,3.0,2.0,-2.0,0.16423,0.1511716,0.304575,5.7863552,7.72638,13.618054,3.0,11.0,6.0,Handbook,True,In2CuO4
Sm2CuO4,high-Tc,0,1,1.83,1.800715004,1,Sm,Sm,Cu,Cu,O,O,9,9,6,6,6,1.132,0.73,1.4,3.0,2.0,-2.0,0.185468,0.1511716,0.304575,5.64371,7.72638,13.618054,8.0,11.0,6.0,Handbook,True,Sm2CuO4
Tm2CuO4,high-Tc,0,1,1.83,1.86636943,0,Tm,Tm,Cu,Cu,O,O,9,9,6,6,6,1.052,0.73,1.4,3.0,2.0,-2.0,0.2167244,0.1511716,0.304575,6.18431,7.72638,13.618054,15.0,11.0,6.0,Handbook,True,Tm2CuO4
Y2CuO4,high-Tc,0,1,1.83,1.845985278,0,Y,Y,Cu,Cu,O,O,9,9,6,6,6,1.075,0.73,1.4,3.0,2.0,-2.0,0.1216986,0.1511716,0.304575,6.21726,7.72638,13.618054,3.0,11.0,6.0,Handbook,True,Y2CuO4
